window_title,quadrant
following up Non-Critical Ticket (Zoom),2
developing Future Proposal Drafting,1
reviewing quickly Urgent Reply (Slack),2
Designing Logic Gates - pressing,0
researching Portfolio Building,1
Designing Laboratory Exercise - final,0
laboratory exercise Testing on Packet Tracer [mandatory],0
Capstone Project Testing on VS Code [deadline],0
improving Technical Reading,1
accelerated: Final Report (Jupyter Notebook),0
replying Unplanned Meeting (Canvas Notifications),2
immediate: source code (Tinkercad),0
critical: Database Management (Packet Tracer),0
preparing for Cybersecurity Learning,1
project proposal Formatting on Google Docs [deadline],0
approving Follow-Up Request,2
following up Clarification Request (Zoom),2
Simulating presentation slides - accelerated,0
approving Announcement Review (Google Meet),2
reviewing quickly Social Media Message (Canvas Notifications),2
answering Verification Request (Gmail),2
Algorithms Writing on StackOverflow [accelerated],0
monitoring Document Signature (Slack),2
updating Messenger Chat,2
PostgreSQL Designing on Google Docs [asap],0
accelerated: Laboratory Exercise (GitHub),0
monitoring Announcement Review (Microsoft Teams),2
Capstone Project Coding on Excel [critical],0
answering Discord Ping (Microsoft Teams),2
mastering Version Control Learning,1
practicing Thesis,1
acknowledging Minor Formatting Request,2
Submitting Thesis - deadline,0
pressing: simulation output (Tinkercad),0
Troubleshooting project proposal - mandatory,0
attending Inbox Review (Slack),2
Microprocessors Debugging on Excel [rush],0
organizing for Machine Learning Practice,1
time-sensitive: Data Structures (Tinkercad),0
acknowledging Schedule Change (Discord),2
Writing Laboratory Exercise - rush,0
Thesis Writing on Packet Tracer [emergency],0
acknowledging Notifications,2
Queue Monitoring - Slack,2
urgent: Database Management (VS Code),0
Technical Support Request - Telegram,2
Cybersecurity Learning maintenance,1
Project Proposal Coding on Tinkercad [mandatory],0
Troubleshooting Technical Documentation - immediate,0
asap: Laboratory Exercise (GitHub),0
Quick Question - Slack,2
Academic Preparation preventive review,1
final: Circuit Simulation (StackOverflow),0
Submitting thesis manuscript - time-sensitive,0
Future Proposal Drafting optimization,1
reviewing quickly Messages,2
organizing for Long-Term Planning,1
Reviewing Laboratory Exercise - instant,0
Troubleshooting Microprocessors - time-sensitive,0
8086 Assembly Drafting on Microsoft Word [mandatory],0
approving Approval Request (Microsoft Teams),2
Circuit Simulation Formatting on Excel [immediate],0
deadline: System Analysis (StackOverflow),0
Study Session backup management,1
planning for Habit Tracking,1
Writing PostgreSQL - time-sensitive,0
researching Project Proposal,1
accelerated: Final Report (Packet Tracer),0
updating Approval Request (Gmail),2
Coding laboratory exercise - emergency,0
preparing for Capstone Project,1
Database Management Submitting on Tinkercad [mandatory],0
Database Management Drafting on VS Code [final],0
attending Quick Call,2
simulation output Drafting on Tinkercad [mandatory],0
reviewing quickly Status Update (WhatsApp),2
Submitting documentation - urgent,0
Database Management Testing on Tinkercad [pressing],0
emergency: Algorithms (GitHub),0
priority: Embedded Systems (StackOverflow),0
accelerated: Algorithms (VS Code),0
checking Schedule Change (Zoom),2
responding Queue Monitoring (Canvas Notifications),2
Calendar Notification - Gmail,2
capstone revision Testing on Google Docs [final],0
pressing: Microprocessors (Tinkercad),0
Troubleshooting project proposal - emergency,0
approving Phone Call (Discord),2
Project Proposal Reviewing on GitHub [rush],0
Logic Gates Drafting on Microsoft Word [instant],0
capstone revision Writing on Excel [asap],0
pressing: thesis manuscript (Proteus),0
reviewing Capstone Project,1
Testing PostgreSQL - immediate,0
organizing for Exam Review,1
forwarding Faculty Notice,2
responding Reschedule Notice,2
PostgreSQL Compiling on Jupyter Notebook [instant],0
immediate: submission (Excel),0
roadmap creation for Thesis Planning,1
Compiling thesis manuscript - final,0
researching Algorithm Practice,1
Faculty Notice - Google Meet,2
Document Signature - Canvas Notifications,2
Designing Embedded Systems - priority,0
Testing Capstone Project - instant,0
final: Capstone Project (Google Docs),0
Submitting Laboratory Exercise - critical,0
practicing Career Development,1
Submitting Project Proposal - priority,0
UI/UX Improvement maintenance,1
improving Strategic Planning,1
replying Messages (Google Meet),2
planning for Laboratory Exercise,1
following up Calendar Notification (Outlook),2
submission Simulating on Excel [immediate],0
asap: simulation output (Proteus),0
preparing for DevOps Learning,1
System Analysis Submitting on Packet Tracer [emergency],0
critical: 8086 Assembly (Jupyter Notebook),0
acknowledging Task Reminder (Messenger),2
answering Document Signature (WhatsApp),2
practicing Workflow Improvement,1
Capstone Project Formatting on Proteus [pressing],0
rescheduling Queue Monitoring (Canvas Notifications),2
Announcement Review - Messenger,2
Compiling Technical Documentation - accelerated,0
Machine Learning Practice preventive review,1
final report Testing on GitHub [asap],0
updating Task Reminder (Slack),2
submission Coding on VS Code [final],0
Approval Request - WhatsApp,2
Simulating simulation output - deadline,0
Long-Term Planning cleanup,1
Attendance Check - Discord,2
reacting Queue Monitoring (Discord),2
Learning Python cleanup,1
Final Report Reviewing on Canvas [asap],0
learning Database Normalization,1
replying Faculty Notice (WhatsApp),2
Laboratory Exercise Formatting on Proteus [priority],0
Circuit Simulation Reviewing on Proteus [pressing],0
planning for Circuit Simulation,1
Drafting Final Report - instant,0
preparing for Design Planning,1
Calendar Notification - Outlook,2
Submitting Project Proposal - rush,0
updating Calendar Notification,2
Software Design refactoring,1
simulation output Testing on Jupyter Notebook [important],0
replying Inbox Review (Google Meet),2
DevOps Learning monitoring,1
Simulating presentation slides - urgent,0
improving Design Patterns,1
Technical Documentation maintenance,1
deadline: Capstone Project (StackOverflow),0
Urgent Reply - Messenger,2
Embedded Systems refactoring,1
Debugging Logic Gates - final,0
forwarding Client Inquiry,2
reviewing quickly Minor Formatting Request (Slack),2
replying Clarification Request (Zoom),2
priority: PostgreSQL (Microsoft Word),0
replying Quick Call,2
Discord Ping - Telegram,2
Troubleshooting Logic Gates - important,0
Microprocessors Formatting on StackOverflow [priority],0
final: Final Report (Canvas),0
Infrastructure Planning refactoring,1
urgent: Database Management (Google Docs),0
following up Unplanned Meeting (Telegram),2
Team Mention - Slack,2
Cloud Fundamentals refactoring,1
emergency: source code (Packet Tracer),0
instant: Final Report (Packet Tracer),0
responding Task Reminder (Discord),2
studying Exam Review,1
Submitting presentation slides - critical,0
answering Messenger Chat (Slack),2
accelerated: Laboratory Exercise (Microsoft Word),0
final: source code (VS Code),0
reacting Administrative Task,2
Faculty Notice - Messenger,2
Circuit Simulation Drafting on GitHub [instant],0
time-sensitive: Technical Documentation (Packet Tracer),0
responding Routine Request (Outlook),2
replying Messages (Facebook),2
roadmap creation for Software Design,1
time-sensitive: Circuit Simulation (Canvas),0
reacting Messenger Chat (Messenger),2
strategizing for Reading Materials,1
Embedded Systems Drafting on Proteus [urgent],0
updating Queue Monitoring (Microsoft Teams),2
Compiling project proposal - final,0
final: Laboratory Exercise (Proteus),0
Formatting Database Management - pressing,0
acknowledging Phone Call (Messenger),2
Productivity Planning cleanup,1
outlining for Algorithm Practice,1
studying Laboratory Exercise,1
mastering Capstone Project,1
rescheduling Status Update (Canvas Notifications),2
priority: documentation (StackOverflow),0
forwarding Minor Formatting Request (Canvas Notifications),2
pressing: Logic Gates (Packet Tracer),0
preparing for Personal Development,1
responding Messenger Chat,2
Embedded Systems Simulating on Excel [important],0
immediate: Circuit Simulation (Jupyter Notebook),0
laboratory exercise Debugging on GitHub [rush],0
scheduling for Database Management,1
time-sensitive: Capstone Project (Jupyter Notebook),0
reviewing Skill Development,1
Drafting project proposal - pressing,0
Debugging Microprocessors - instant,0
responding Quick Call,2
Habit Tracking maintenance,1
Drafting laboratory exercise - asap,0
accelerated: submission (Tinkercad),0
roadmap creation for Testing Strategy,1
checking Notifications (Telegram),2
Feasibility Analysis refactoring,1
instant: Thesis (GitHub),0
Submitting Microprocessors - immediate,0
following up Task Reminder,2
replying Clarification Request (Outlook),2
Project Proposal Writing on Tinkercad [high-priority],0
replying Meeting Request (Discord),2
immediate: laboratory exercise (Proteus),0
Data Structures Designing on VS Code [final],0
approving Technical Support Request,2
Debugging simulation output - immediate,0
following up Administrative Task,2
following up Queue Monitoring (Messenger),2
Research Notes backup management,1
Project Proposal monitoring,1
high-priority: simulation output (Microsoft Word),0
forwarding Non-Critical Ticket (Microsoft Teams),2
Optimization optimization,1
acknowledging Reminder Message (Google Meet),2
roadmap creation for Prototype Improvement,1
Database Management monitoring,1
following up Status Update (Zoom),2
developing Requirement Analysis,1
preparing for Future Proposal Drafting,1
Debugging documentation - emergency,0
instant: Thesis (Tinkercad),0
pressing: Algorithms (Google Docs),0
updating Messenger Chat (Discord),2
Preventive Maintenance preventive review,1
Circuit Simulation Designing on Excel [critical],0
Chat Support - Telegram,2
critical: Data Structures (Packet Tracer),0
Chat Support - Microsoft Teams,2
source code Writing on Google Docs [immediate],0
Debugging PostgreSQL - instant,0
8086 Assembly Formatting on Proteus [high-priority],0
Study Session monitoring,1
Research monitoring,1
Coding Circuit Simulation - mandatory,0
Skill Development refactoring,1
confirming Technical Support Request (Outlook),2
Task Reminder - WhatsApp,2
Reviewing Algorithms - immediate,0
Debugging presentation slides - mandatory,0
Goal Setting cleanup,1
replying Meeting Request (Zoom),2
Research Notes cleanup,1
approving Messenger Chat (Zoom),2
Infrastructure Planning backup management,1
Approval Request - Zoom,2
Document Signature - Slack,2
attending Discord Ping,2
improving Final Report,1
System Analysis Designing on Proteus [time-sensitive],0
source code Submitting on Tinkercad [high-priority],0
Laboratory Exercise Formatting on GitHub [important],0
Database Management Simulating on GitHub [deadline],0
rescheduling Calendar Notification (WhatsApp),2
reviewing quickly Attendance Check (Facebook),2
Formatting final report - immediate,0
submission Designing on Proteus [deadline],0
organizing for Prototype Improvement,1
Testing laboratory exercise - important,0
reviewing quickly Meeting Request,2
Debugging Algorithms - high-priority,0
improving Database Normalization,1
researching Organizational Planning,1
checking Schedule Change (Slack),2
PostgreSQL Drafting on Jupyter Notebook [pressing],0
reviewing Database Management,1
confirming Inbox Review (Zoom),2
acknowledging Team Mention,2
Coding laboratory exercise - pressing,0
Microprocessors Writing on Excel [asap],0
developing Learning Embedded Systems,1
replying Group Chat,2
reacting Inbox Review (Canvas Notifications),2
monitoring Messenger Chat,2
Formatting Technical Documentation - high-priority,0
asap: submission (StackOverflow),0
accelerated: laboratory exercise (Proteus),0
Coding Project Proposal - important,0
Skill Development maintenance,1
Prototype Improvement maintenance,1
Embedded Systems Submitting on Packet Tracer [final],0
Coding laboratory exercise - asap,0
monitoring Technical Support Request,2
important: Database Management (Canvas),0
laboratory exercise Formatting on StackOverflow [time-sensitive],0
planning for Algorithms,1
responding Notifications (Google Meet),2
reviewing quickly Technical Support Request (Google Meet),2
responding Minor Formatting Request (Slack),2
instant: final report (Canvas),0
confirming Routine Request (Outlook),2
strategizing for Research Review,1
Group Chat - Outlook,2
Testing Data Structures - pressing,0
Messenger Chat - Facebook,2
confirming Faculty Notice (Google Meet),2
Thesis Submitting on VS Code [pressing],0
strategizing for Workflow Improvement,1
monitoring Faculty Notice (Telegram),2
Learning Python monitoring,1
instant: Project Proposal (Google Docs),0
Testing 8086 Assembly - priority,0
learning Technical Reading,1
urgent: project proposal (Google Docs),0
Algorithms Simulating on GitHub [asap],0
final report Simulating on Excel [priority],0
strategizing for Research,1
Drafting source code - urgent,0
submission Compiling on Jupyter Notebook [immediate],0
Compiling simulation output - time-sensitive,0
Microprocessors Troubleshooting on Google Docs [accelerated],0
Simulating final report - mandatory,0
Submitting Thesis - accelerated,0
critical: source code (Proteus),0
8086 Assembly Reviewing on Packet Tracer [rush],0
instant: Logic Gates (Excel),0
Phone Call - Facebook,2
Reviewing System Analysis - final,0
mastering Academic Preparation,1
source code Testing on Google Docs [pressing],0
strategizing for Thesis,1
Email Replies - Slack,2
critical: laboratory exercise (Microsoft Word),0
reviewing System Analysis,1
studying Organizational Planning,1
Testing Circuit Simulation - important,0
Microprocessors preventive review,1
preparing for Database Management,1
Discord Ping - Outlook,2
scheduling for Learning Embedded Systems,1
Status Update - Zoom,2
immediate: capstone revision (Excel),0
Database Normalization refactoring,1
Drafting source code - critical,0
emergency: Logic Gates (VS Code),0
Designing Circuit Simulation - emergency,0
updating Administrative Task (Telegram),2
reacting Status Update,2
Designing Laboratory Exercise - critical,0
preparing for Data Structures,1
Testing Embedded Systems - priority,0
following up Social Media Message (WhatsApp),2
learning Time Management,1
developing Thesis Planning,1
System Analysis Formatting on Packet Tracer [deadline],0
checking Unplanned Meeting (Canvas Notifications),2
source code Submitting on Canvas [deadline],0
documentation Drafting on Packet Tracer [critical],0
replying Event Reminder,2
Drafting Embedded Systems - deadline,0
Portfolio Building optimization,1
Urgent Reply - Google Meet,2
Database Management Reviewing on VS Code [asap],0
Formatting simulation output - high-priority,0
mandatory: System Analysis (Tinkercad),0
laboratory exercise Troubleshooting on Excel [rush],0
Logic Gates Submitting on Jupyter Notebook [pressing],0
Coding Laboratory Exercise - instant,0
Version Control Learning optimization,1
confirming Event Reminder (Facebook),2
accelerated: 8086 Assembly (Jupyter Notebook),0
Designing Algorithms - emergency,0
time-sensitive: thesis manuscript (Proteus),0
Database Management Coding on StackOverflow [final],0
Personal Development monitoring,1
following up Attendance Check (Discord),2
outlining for Database Management,1
Final Report maintenance,1
organizing for Database Management,1
urgent: final report (Microsoft Word),0
urgent: source code (Tinkercad),0
Capstone Project Testing on StackOverflow [asap],0
answering Phone Call,2
planning for Learning Embedded Systems,1
Reviewing Laboratory Exercise - rush,0
preparing for Infrastructure Planning,1
rescheduling Approval Request,2
Notifications - WhatsApp,2
reacting Announcement Review (Google Meet),2
scheduling for PostgreSQL,1
organizing for Algorithms,1
responding Calendar Notification,2
Final Report cleanup,1
organizing for Future Proposal Drafting,1
asap: Algorithms (Canvas),0
practicing Cloud Fundamentals,1
updating Quick Call (Google Meet),2
simulation output Testing on Tinkercad [rush],0
important: Microprocessors (Jupyter Notebook),0
final: documentation (Microsoft Word),0
Routine Request - Google Meet,2
time-sensitive: Embedded Systems (StackOverflow),0
following up Queue Monitoring,2
confirming Non-Critical Ticket (Discord),2
Formatting Embedded Systems - high-priority,0
accelerated: System Analysis (Tinkercad),0
forwarding Reschedule Notice (Outlook),2
acknowledging Urgent Reply (Discord),2
rescheduling Group Chat,2
Logic Gates Writing on Proteus [instant],0
rescheduling Unplanned Meeting,2
Designing presentation slides - pressing,0
Project Proposal Coding on Excel [final],0
acknowledging Task Reminder (Microsoft Teams),2
Coding thesis manuscript - time-sensitive,0
Database Management Designing on Microsoft Word [mandatory],0
following up Classroom Announcement (Google Meet),2
Designing laboratory exercise - asap,0
Troubleshooting Project Proposal - priority,0
Technical Documentation Coding on Tinkercad [asap],0
Coding Embedded Systems - emergency,0
approving Follow-Up Request (Outlook),2
Database Management Formatting on Excel [instant],0
Laboratory Exercise Troubleshooting on VS Code [time-sensitive],0
8086 Assembly Submitting on Google Docs [deadline],0
asap: Laboratory Exercise (Jupyter Notebook),0
Simulating project proposal - critical,0
Compiling capstone revision - pressing,0
roadmap creation for Workflow Improvement,1
rush: submission (Google Docs),0
checking Quick Call (Telegram),2
Faculty Notice - WhatsApp,2
preparing for Thesis,1
approving Attendance Check (Google Meet),2
following up Event Reminder,2
confirming Group Chat (Zoom),2
urgent: presentation slides (Proteus),0
replying Attendance Check (Microsoft Teams),2
Phone Call - Discord,2
project proposal Testing on Proteus [emergency],0
Coding documentation - mandatory,0
monitoring Administrative Task (Zoom),2
improving Habit Tracking,1
submission Submitting on Tinkercad [priority],0
mandatory: Technical Documentation (Packet Tracer),0
Debugging Project Proposal - critical,0
instant: laboratory exercise (Excel),0
Simulating Project Proposal - immediate,0
Reviewing System Analysis - priority,0
capstone revision Debugging on GitHub [mandatory],0
time-sensitive: System Analysis (Microsoft Word),0
Circuit Simulation Submitting on VS Code [asap],0
approving Quick Call (Google Meet),2
rescheduling Follow-Up Request (Slack),2
strategizing for Software Design,1
Debugging Thesis - rush,0
asap: laboratory exercise (Google Docs),0
final: System Analysis (Canvas),0
replying Non-Critical Ticket (Messenger),2
organizing for Thesis Planning,1
organizing for Design Planning,1
Microprocessors Testing on Excel [accelerated],0
Non-Critical Ticket - WhatsApp,2
attending Schedule Change,2
Schedule Change - Microsoft Teams,2
Minor Revision - Facebook,2
Classroom Announcement - Zoom,2
Compiling PostgreSQL - pressing,0
Formatting 8086 Assembly - mandatory,0
checking Urgent Reply (Outlook),2
rush: submission (Tinkercad),0
rescheduling Clarification Request,2
time-sensitive: Database Management (Packet Tracer),0
Database Management Testing on Jupyter Notebook [mandatory],0
Algorithms Submitting on GitHub [urgent],0
acknowledging Event Reminder,2
urgent: Capstone Project (Tinkercad),0
roadmap creation for Learning Python,1
time-sensitive: thesis manuscript (Excel),0
Coding Final Report - rush,0
urgent: Algorithms (Packet Tracer),0
8086 Assembly Testing on VS Code [time-sensitive],0
rush: presentation slides (Google Docs),0
Troubleshooting Database Management - asap,0
replying Social Media Message (Messenger),2
Machine Learning Practice optimization,1
final report Debugging on Tinkercad [critical],0
approving Task Reminder,2
deadline: Algorithms (Jupyter Notebook),0
monitoring Minor Formatting Request (Discord),2
confirming Inbox Review,2
acknowledging Reminder Message (Microsoft Teams),2
replying Team Mention (Google Meet),2
Laboratory Exercise Formatting on Packet Tracer [immediate],0
developing Strategic Planning,1
emergency: Thesis (Google Docs),0
rush: Algorithms (Microsoft Word),0
Quick Call - WhatsApp,2
Capstone Project backup management,1
Technical Documentation Drafting on Google Docs [emergency],0
Non-Critical Ticket - Canvas Notifications,2
laboratory exercise Troubleshooting on Jupyter Notebook [accelerated],0
planning for System Analysis,1
Productivity Planning maintenance,1
rush: final report (Packet Tracer),0
replying Phone Call,2
Documentation Improvement optimization,1
Formatting Technical Documentation - deadline,0
Client Inquiry - Discord,2
rush: Microprocessors (Packet Tracer),0
Circuit Simulation cleanup,1
confirming Task Reminder (Facebook),2
Formatting capstone revision - emergency,0
rescheduling Announcement Review,2
submission Reviewing on Excel [accelerated],0
Circuit Simulation Formatting on Microsoft Word [urgent],0
Submitting capstone revision - critical,0
updating Announcement Review (Slack),2
Research Notes optimization,1
attending Classroom Announcement,2
Learning Embedded Systems backup management,1
attending Announcement Review (Messenger),2
Writing Final Report - immediate,0
monitoring Routine Request,2
responding Task Reminder,2
Laboratory Exercise Testing on StackOverflow [instant],0
following up Quick Question,2
Algorithm Practice monitoring,1
important: thesis manuscript (VS Code),0
Database Management Submitting on StackOverflow [urgent],0
preparing for Git Practice,1
rescheduling Faculty Notice,2
practicing Exam Review,1
practicing Goal Setting,1
learning Clean Code Practice,1
researching Database Management,1
Testing submission - high-priority,0
8086 Assembly Designing on Microsoft Word [immediate],0
organizing for Skill Development,1
immediate: Final Report (Tinkercad),0
Microprocessors Formatting on Packet Tracer [critical],0
mastering Database Normalization,1
thesis manuscript Troubleshooting on Google Docs [asap],0
Non-Critical Ticket - Telegram,2
Final Report Testing on Excel [asap],0
outlining for Study Session,1
practicing Long-Term Planning,1
answering Minor Formatting Request,2
Designing laboratory exercise - critical,0
Logic Gates maintenance,1
emergency: Embedded Systems (StackOverflow),0
Embedded Systems Writing on Excel [pressing],0
reviewing Academic Preparation,1
Debugging simulation output - priority,0
monitoring Non-Critical Ticket,2
preparing for Technical Reading,1
project proposal Submitting on Canvas [immediate],0
Attendance Check - Gmail,2
answering Document Signature (Messenger),2
Database Management Reviewing on Tinkercad [accelerated],0
Designing presentation slides - deadline,0
answering Reminder Message (Messenger),2
deadline: project proposal (Microsoft Word),0
reviewing quickly Approval Request (Zoom),2
immediate: Project Proposal (VS Code),0
project proposal Writing on Google Docs [accelerated],0
reviewing Reading Materials,1
documentation Coding on Jupyter Notebook [urgent],0
Laboratory Exercise maintenance,1
updating Verification Request,2
Social Media Message - Zoom,2
learning Portfolio Building,1
source code Submitting on Excel [emergency],0
asap: Circuit Simulation (Packet Tracer),0
Drafting thesis manuscript - critical,0
studying Academic Preparation,1
scheduling for Long-Term Planning,1
final report Simulating on Jupyter Notebook [asap],0
Circuit Simulation Testing on Microsoft Word [deadline],0
learning Database Management,1
UI/UX Improvement monitoring,1
high-priority: Technical Documentation (Packet Tracer),0
rush: thesis manuscript (Canvas),0
approving Discord Ping (Telegram),2
important: source code (Microsoft Word),0
following up Technical Support Request (Discord),2
Writing project proposal - accelerated,0
approving Reschedule Notice (Messenger),2
Debugging laboratory exercise - final,0
pressing: project proposal (StackOverflow),0
forwarding Announcement Review (WhatsApp),2
acknowledging Task Reminder,2
Laboratory Exercise Designing on StackOverflow [asap],0
rescheduling Reminder Message,2
Formatting Laboratory Exercise - asap,0
Debugging presentation slides - immediate,0
deadline: thesis manuscript (GitHub),0
Coding Laboratory Exercise - rush,0
Microprocessors Designing on Excel [urgent],0
mastering Research,1
Faculty Notice - Microsoft Teams,2
emergency: Data Structures (Google Docs),0
Troubleshooting Project Proposal - time-sensitive,0
updating Status Update (Microsoft Teams),2
updating Phone Call (Google Meet),2
PostgreSQL Submitting on Microsoft Word [important],0
Embedded Systems Simulating on Canvas [time-sensitive],0
Submitting Thesis - critical,0
important: Project Proposal (VS Code),0
Final Report Formatting on Canvas [asap],0
priority: Final Report (StackOverflow),0
important: 8086 Assembly (Proteus),0
mastering Database Management,1
Faculty Notice - Telegram,2
Testing Technical Documentation - critical,0
laboratory exercise Writing on VS Code [deadline],0
reviewing Learning PostgreSQL,1
Algorithms Designing on Proteus [deadline],0
roadmap creation for Exam Review,1
following up Inbox Review (Zoom),2
attending Reschedule Notice,2
immediate: simulation output (Jupyter Notebook),0
strategizing for Learning Embedded Systems,1
Reviewing Thesis - instant,0
Client Inquiry - Outlook,2
Chat Support - Outlook,2
mandatory: Embedded Systems (VS Code),0
System Analysis Debugging on GitHub [priority],0
priority: final report (Proteus),0
8086 Assembly Coding on Jupyter Notebook [high-priority],0
rescheduling Email Replies,2
Compiling System Analysis - time-sensitive,0
mandatory: PostgreSQL (Excel),0
responding Messages (Messenger),2
attending Technical Support Request (Google Meet),2
forwarding Phone Call (WhatsApp),2
mandatory: Database Management (StackOverflow),0
Reminder Message - Zoom,2
acknowledging Administrative Task (Gmail),2
high-priority: 8086 Assembly (VS Code),0
Database Management Reviewing on StackOverflow [time-sensitive],0
attending Team Mention,2
pressing: Capstone Project (Proteus),0
scheduling for System Architecture,1
instant: source code (Google Docs),0
Simulating simulation output - important,0
Logic Gates Troubleshooting on GitHub [priority],0
Algorithms Writing on Google Docs [time-sensitive],0
Compiling thesis manuscript - pressing,0
Non-Critical Ticket - Outlook,2
Knowledge Review refactoring,1
reviewing quickly Verification Request,2
final report Formatting on Jupyter Notebook [pressing],0
replying Meeting Request (Slack),2
Reschedule Notice - WhatsApp,2
checking Event Reminder (Canvas Notifications),2
forwarding Event Reminder,2
responding Announcement Review (Facebook),2
Final Report Designing on GitHub [mandatory],0
Team Mention - Gmail,2
forwarding Minor Formatting Request (Telegram),2
strategizing for Career Development,1
Drafting Project Proposal - time-sensitive,0
learning Reading Materials,1
immediate: thesis manuscript (Proteus),0
thesis manuscript Reviewing on Google Docs [mandatory],0
acknowledging Reschedule Notice (Facebook),2
improving Time Management,1
reacting Faculty Notice (Discord),2
Inbox Review - Zoom,2
capstone revision Testing on Excel [final],0
emergency: thesis manuscript (Tinkercad),0
Circuit Simulation Submitting on VS Code [instant],0
deadline: simulation output (Proteus),0
documentation Testing on Excel [high-priority],0
Algorithms Testing on Canvas [emergency],0
monitoring Classroom Announcement (Zoom),2
pressing: Data Structures (Google Docs),0
Requirement Analysis optimization,1
practicing Requirement Analysis,1
Organizational Planning refactoring,1
pressing: Microprocessors (Jupyter Notebook),0
attending Non-Critical Ticket (Google Meet),2
Simulating System Analysis - critical,0
monitoring Social Media Message,2
asap: Project Proposal (Packet Tracer),0
forwarding Messages,2
Classroom Announcement - Canvas Notifications,2
rescheduling Announcement Review (WhatsApp),2
8086 Assembly Simulating on Jupyter Notebook [instant],0
rescheduling Follow-Up Request (Facebook),2
Writing submission - emergency,0
rush: 8086 Assembly (Proteus),0
preparing for Productivity Planning,1
studying Software Design,1
Unplanned Meeting - Microsoft Teams,2
System Analysis Testing on GitHub [emergency],0
Submitting documentation - accelerated,0
pressing: Laboratory Exercise (Microsoft Word),0
practicing PostgreSQL,1
high-priority: Data Structures (VS Code),0
capstone revision Designing on Excel [priority],0
Simulating Database Management - high-priority,0
confirming Attendance Check,2
Compiling Capstone Project - emergency,0
acknowledging Administrative Task (Messenger),2
Meeting Request - Google Meet,2
Queue Monitoring - Canvas Notifications,2
mastering Strategic Planning,1
answering Discord Ping (Discord),2
submission Writing on Microsoft Word [immediate],0
Reviewing documentation - important,0
final: documentation (StackOverflow),0
responding Urgent Reply (Outlook),2
Attendance Check - Google Meet,2
replying Approval Request (Zoom),2
immediate: submission (Canvas),0
planning for Database Management,1
time-sensitive: PostgreSQL (Canvas),0
Logic Gates Formatting on Packet Tracer [mandatory],0
Final Report Compiling on Canvas [instant],0
forwarding Queue Monitoring (Microsoft Teams),2
Formatting source code - rush,0
responding Routine Request (WhatsApp),2
source code Troubleshooting on Microsoft Word [important],0
Reviewing laboratory exercise - accelerated,0
emergency: capstone revision (Proteus),0
forwarding Minor Revision,2
Coding Thesis - urgent,0
Coding PostgreSQL - instant,0
Reschedule Notice - Canvas Notifications,2
Testing 8086 Assembly - high-priority,0
priority: Laboratory Exercise (Excel),0
Habit Tracking cleanup,1
reacting Faculty Notice (Messenger),2
Microprocessors Submitting on Google Docs [immediate],0
checking Queue Monitoring (Google Meet),2
Embedded Systems maintenance,1
Troubleshooting 8086 Assembly - high-priority,0
high-priority: Embedded Systems (Excel),0
confirming Meeting Request (Microsoft Teams),2
Minor Formatting Request - Discord,2
answering Messenger Chat,2
Troubleshooting Technical Documentation - priority,0
project proposal Compiling on StackOverflow [critical],0
mastering System Analysis,1
Logic Gates Simulating on Tinkercad [high-priority],0
Non-Critical Ticket - Google Meet,2
important: Embedded Systems (Packet Tracer),0
Database Management Designing on Jupyter Notebook [pressing],0
Testing Strategy backup management,1
Simulating Data Structures - final,0
scheduling for Data Structures,1
accelerated: documentation (Excel),0
Writing final report - priority,0
PostgreSQL Reviewing on Tinkercad [critical],0
Messenger Chat - Outlook,2
approving Discord Ping (Zoom),2
Network Fundamentals preventive review,1
Submitting thesis manuscript - pressing,0
Coding thesis manuscript - urgent,0
Drafting laboratory exercise - accelerated,0
Client Inquiry - Gmail,2
confirming Unplanned Meeting (Gmail),2
replying Inbox Review (Discord),2
Troubleshooting Database Management - final,0
capstone revision Troubleshooting on Packet Tracer [high-priority],0
Quick Question - Telegram,2
Algorithms Submitting on Tinkercad [priority],0
Learning Python preventive review,1
forwarding Chat Support,2
Group Chat - Telegram,2
Inbox Review - Canvas Notifications,2
Data Structures Compiling on Google Docs [final],0
scheduling for Technical Documentation,1
instant: Logic Gates (StackOverflow),0
critical: submission (GitHub),0
accelerated: Project Proposal (Jupyter Notebook),0
presentation slides Submitting on VS Code [mandatory],0
urgent: simulation output (Excel),0
acknowledging Discord Ping,2
Design Planning cleanup,1
Circuit Simulation Simulating on Tinkercad [instant],0
Thesis Reviewing on Google Docs [priority],0
simulation output Drafting on VS Code [high-priority],0
Feasibility Analysis optimization,1
Drafting Project Proposal - asap,0
Laboratory Exercise Simulating on Packet Tracer [immediate],0
final: simulation output (Proteus),0
critical: Technical Documentation (GitHub),0
pressing: final report (StackOverflow),0
scheduling for Git Practice,1
Minor Formatting Request - Microsoft Teams,2
important: Final Report (Excel),0
researching Machine Learning Practice,1
Database Management preventive review,1
Troubleshooting Circuit Simulation - emergency,0
high-priority: Final Report (Canvas),0
following up Meeting Request (WhatsApp),2
confirming Task Reminder (Google Meet),2
submission Reviewing on Microsoft Word [final],0
priority: Circuit Simulation (Canvas),0
Non-Critical Ticket - Slack,2
Simulating Technical Documentation - deadline,0
acknowledging Minor Revision (Outlook),2
time-sensitive: presentation slides (Packet Tracer),0
attending Phone Call (Gmail),2
roadmap creation for Academic Preparation,1
