"ID","Strategy"
"1705946118774","I did not use a strategy per se. At first, I picked the largest but that covered up most of the items. So then I switched to second or third largest. That seemed a better choice."
"1705946122664","I clicked on the highest points available."
"1705946129256","I tried to decide whether any given task was worth it based on its value and the value of tasks that I'd have to pass on to do it, if any."
"1705946135405","Looked at deadline combined with # of points, but that didn't help."
"1705946136926","To generally go for the one with the highest points."
"1705946157305","I tried to complete the tasks with the most points first. I also tried to maximize my points before other tasks become unavailable."
"1705946164754","Tried to get the first to expire first and then calculate the maximum points before others expire."
"1705946171711","It took me a few rounds to figure out the game a bit.  But I just prioritize the highest score to make sure finished them before the deadline."
"1705946172446","i tried to strategically choose by the deadlines and number of turns left to expiration."
"1705946185535","I went for the ones that had the highest point value"
"1705946193379","I had no idea what I was doing. I just chose tasks randomly."
"1705946197615","I chose the tasks that gave me more points"
"1705946198166","I tried to go for the highest points possible.  After each selection I would look for the next highest point available."
"1705946203745","I chose the tasks which had the soonest deadlines first which allowed me to usually find a near-optimal strategy."
"1705946208646","I did my best to complete the task before it expired."
"1705946214168","I first looked at the closest deadline and how many points. then i looked at the next due dates in order and prioritized based on how many points they were worth. "
"1705946215236","I took the points value multiplied by the number of tasks available for each one and tried to find which one would give me the most points to start with in case tasks started to expire."
"1705946235508","Try to select the maximum value given the available time."
"1705946236911","I went for the highest points first.  and then the next highest points and so on"
"1705946258582","I picked the ones with the lowest deadline first."
"1705946260067","I tried to start with the highest score number first and then go with the next highest available score number next."
"1705946264491","I then hopped through a hypothetical order; if the cumulative value of undone tasks was minimal across alternatives, I chose that."
"1705946278551","I just thought i had to click fast"
"1705946284873","I tried to do the tasks with the most points that were expiring the soonest."
"1705946314275","I mostly picked the tasks with the most points."
"1705946316512","I just clicked as fast as I could in each box until it completed or expired"
"1705946316567","go for the highest points first.  Otherwise, go for the lowest number of steps"
"1705946339665","I'm choosing the highest value tasks first. "
"1705946350664","I tried to quickly look for the ones that had the most turns available first."
"1705946354721","i choe randomnly"
"1705946356362","none really, these ""games"" don't interest me, also it is way too vague in your instructions, or maybe not, just really boring (for me;) I looked for most points and length, (which , again, meant littl"
"1705946357152","I just tried to go to the ones with the highest points  first. "
"1705946363672","I tried get the most points for the least amount of time."
"1705946365533","I looked at the tasks with the most points to be honest."
"1705946375875","I tried to work through the expiring first tasks with the highest points towards the expiring last tasks."
"1705946382776","I tried to click as quickly as I could and read the points as quickly as able."
"1705946384293","For most of the tasks, I started with the ones that were worth the most points."
"1705946387590","First, I chose one of the highest points possible. I continued to earn 0 so it became a little more random choosing and frustration."
"1705946408616","I tried to maximize the amount of points I ended up with at the end of the round by prioritizing the deadlines and which gave me the most amount of points. "
"1705946411327","I tried to monopolize on the items that had not been completed yet and get as many turns as possible in. "
"1705946420125","I tried to do the tasks in order of expiration and pay."
"1705946442358","I just guessed. I always feel like I do better guessing. "
"1705946452154","I used the strategy of selecting the tasks with the largest point value and selecting until completion."
"1705946455799","I picked the highest point ask first and used all my turns I could take for that one, then the next highest and so on"
"1705946467093","I tried to be quick as possible while choosing the task with a lot of points."
"1705946482601","I prioritized the tasks with the lowest numerical deadline and higher point values in comparison to other options."
"1705946494061","I tried to take the ones that were expiring sooner first."
"1705946496735","I tried to balance the days left on tasks and point value to get the most of them."
"1705946497259","I looked at the higher paying earlier deadlines first. I also looked at which ones might interfere with higher paying tasks later on."
"1705946503305","I have idea what I'm doing but since the idea is to achieve the most points I'm completing the tasks with the highest point count. "
"1705946511732","Go for the most points first "
"1705946533604","I just tried to click until i started seeing the expirations. The instructions are very lacking and really did not make much sense. "
"1705946535521","I tried to choose the ones that had the most points."
"1705946535816","I tried to click as fast as I could "
"1705946536048","Tried to pick the highest number of points with the shortest expire time to maximize points, then sorted by how many I could fit in the limit. If that makes sense."
"1705946539755","I wanted to check the expirations to see which tasks would expire first and prioritize those. After a couple trials I realized I didn't always have time to check so I just went as quickly as I could."
"1705946549850","Try to calculate points per round to prioritize and then play jenga to determine order."
"1705946563627","Guessing. I have no idea."
"1705946565148","I went for the highest points for the lowest amount of turns in descending order"
"1705946573050","First I did all for the average to see how it would come out then eventually I chose the highest points first and went down to the least amount.  I tested once to do the lowest amount first."
"1705946589920","I picked the task with the highest points except for one time I chose a lower point one to see if it changed the outcome."
"1705946599910","I went straight up or down instead of skipping rows so that I could click the most."
"1705946610445","I am choosing tasks based on points value and number of turns available. I click on the one with the highest point value in each set."
"1705946637540","I just went through the one that offered the most points until it was either completed or taken away. If it was either taken away or completed I moved on to the next task that offered the most points."
"1705946652840","I went with the highest points with the lowest right answers and followed my gut beyond that"
"1705946669052","I tried to work my through in order while choosing the highest point tasks."
"1705946686290","I mostly tried to do the ones that had larger numbers/points first in descending order."
"1705946697865","Pick the highest amount for each turns"
"1705946709695","I tried to get the ones that could be gotten quickly before they expired, and I tried to do them shortest expiration date to longest. "
"1705946713683","I mostly went for the highest point total available while also looking at the expiration and number available for each."
"1705946718251","I just went with my gut feeling and what I wanted to do."
"1705946738194","I tried to look for the study with the most points available and hit the button for this study until it was completed or expired. I realized this strategy wasn't very effective so I questioned this. "
"1705946750452","I chose to the items that had the highest payout first.  "
"1705946751971","I tried to maximize my score through efficient time management."
"1705946753457","I tried going straight done in a row and then I tried doing random ones and the score dropped."
"1705946753817","i tried to find tasks that would earn the most points."
"1705946758188","Well, it took me a while to really catch on, but I basically went for the ones with the most points first.  "
"1705946768088","I tried to click on the highest number of points near my mouse first"
"1705946773897","I used two different strategies, first I tried to click as many different tasks as possible indiscriminately, then I started to be more selective and went for the ones with the most points first."
"1705946786635","I looked at the deadlines first; then compared how many points the quickest deadlines had to offer. I wanted to maximize points while also trying to make sure I can get as many tasks done as possible."
"1705946789853","Honestly I just looked for the highest points and tried to click as fast as I could ."
"1705946791379","I have chosen tasks with the highest priority / deadline to avoid their expiration."
"1705946802632","I tried to do all the tasks with the most points."
"1705946809532","I don't feel like I have any strategy at all. I can't seem to improve no matter what I do. "
"1705946809979","I picked the highest number and went with it"
"1705946812248","I tried to choose the biggest point values with the shortest deadlines and then proceed from there as usually this would give me a decent return."
"1705946813842","Start with high value tasks that expire early. Calculating the most efficient path from there is usually pretty straightforward."
"1705946861899","To find the ones with the most points assigned. Try to also look at turns left."
"1705946897142","I went with my gut inchoosing. And get the flow of it. "
"1705946898262","I tried to select the task with the highest payout. As the choices dwindled, I continued this strategy. A couple of times, I tried the lowest or a mid-level choice to see if this preserved more tasks"
"1705946908336","I wanted to maximize points even if there was a quicker designed deadline or turnaround. "
"1705946916268","I tried to go for the highest points first, so the ones with the lower points would expire first and I did not miss out. I also tried not to hit the same one too many times in a row "
"1705946924159","click as quickly as possible"
"1705946927193","I tried to go for the highest or second highest points first."
"1705946930697","I tried to prioritize taking the higher point options first."
"1705946963043","Just picked the ones with the highest points. "
"1705946963104","I tried to click on ones that I felt would give me a good chance of winning."
"1705946969210","I completed the tasks with the most points first"
"1705946976249","Picked mostly highest point earners first."
"1705946987770","I just began starting from top to bottom but then switched to a more bottom to top pattern."
"1705946987916","I tried to complete the tasks with the highest point values first."
"1705947044503","I tried to pick the highest points tasks first and earn the most points."
"1705947050232","At first I went for the highest number, but once I started getting the hang of it, I also prioritized how long it would take to complete each one. "
"1705947055026","I prioritized tasks by the most amount of points."
"1705947064162","I just clicked the ones with the most points and tried to grab what I could. I didn't figure out how to tell which ones disappear or stay clickable."
"1705947066579","I used the turns on the ones with the most points and went down from there,"
"1705947076980","Looking at the points on all of them wasted valuable time, so I just started at the top and clicked as fast as I could."
"1705947090005","Choose the lowest time with the best payout and repeat."
"1705947108847","click as fast as I could."
"1705947110240","The strategy I used in this task, is to organize in order by the number."
"1705947113472","I chose activities that gave me maximum points and try it again and again."
"1705947123162","I chose to start with the tasks that had the lowest durations so that I could get as many as possible. I saved the tasks with the highest duration for the end."
"1705947133248","I assumed that each task was not to be done in order. I randomly selected different tasks each time. I did not think about which order to do them in."
"1705947143022","I tried to choose the tasks that would expire soon, but not at he expense of point totals. "
"1705947165974","Go for the higher earning points because they might expire before lower point tasks."
"1705947170518","Chose the highest value task available."
"1705947171423","I didnt really have a strategy i just went for the highest number there and when one expired i would go to the next big number there"
"1705947173346","I learned to go as quick as possible. Try to see the high point values, but dont waste time not clicking ever."
"1705947177096","Clicked as many times as I could on the highest paying task. When that expired moved on to the next highest task."
"1705947188511","I chose the highest number. "
"1705947191383","I valued high paying tasks first. Then, I did them in order of when they expired for maximum payout."
"1705947216840","Looked at when things expired and did things that would expre first \ than try and match and fit in numbers of turn before expiration"
"1705947219514","I did the ones with the highest score that would expire quickest first and then worked my way down from there. If there was one with a high score that wouldn't expire quickly I saved it for last."
"1705947222484","I try to get the highest point task done first, and then move on to the next closest that has not expired."
"1705947225028","It was less strategy and more so selecting the option that I felt made the most sense."
"1705947252689","I went for the highest point numbers as fast as possible.  When that one closed, i searched for the next highest point, ."
"1705947263339","Trying to get the most points as fast as possible."
"1705947271145","choose the task with the highest points"
"1705947292062","I didn't realize how to use the interface the first round. Once I figured that I was meant to choose tasks without hitting the submit button just maximized points."
"1705947305177","I was kind of confused at first, but tried to pick the biggest numbers. "
"1705947318054","I went for the higher point possibilities. "
"1705947327511","Picked the tasks with the highest points"
"1705947328658","I focused on speed."
"1705947330887","My strategy for prioritizing tasks is selecting the highest points forst. "
"1705947335308","Click on the one from the top to bottom without skipping."
"1705947347975","My strategy was to click on the ones that had the most points available. I was also trying to get a feel for each project offering to maximize the payout."
"1705947351257","I clicked on the tasks with the highest point value first as quickly as possible and went in descending order for the rest."
"1705947356361","I tried to pick the most points first and then take the turns as quickly as possible"
"1705947361380","Willy-Nilly. "
"1705947369369","I went for the highest available points first and followed the order of highest available points. If the were spread out to far on the task sheet then I picked the two or three closest together."
"1705947371133","I was initially trying to match the highest payoff with the fewest number of turns, but then with the time expiring, I just switched to whatever had the fewest number of turns needed."
"1705947377103","I didn't really have a strategy for this round -- I was testing out the study to see how this study functioned. "
"1705947379832","I did not reach the optimal score on any of the tasks. After seeing that the optimal score was not reached, I attempted different strategies with later tasks."
"1705947406806","I used my intuition to select the tasks I prioritized. I felt those would be the best ones to select to gain maximum points."
"1705947407968","I made sure to look at what was due earliest, but also took into account how long it would take and how many points I got for completing. Sometimes it was okay to let one or two items go to get big."
"1705947412829","I tried to start with the highest points option. Then I subsequently moved on to the second highest points option available and so on."
"1705947418587","I tried a couple of strategies. Sometimes I just started at the top or bottom and worked my way down, others I tried to see what would expire first."
"1705947422339","I tried to pick the highest numbers first and go lower from there. That generally seemed to be the best way I think."
"1705947424106","I chose the option with the highest points but it didn't seem that was a very effective strategy in retrospect."
"1705947425003","I opted normally for the higher paying task. I wanted to maximize my points."
"1705947451963","I tried to prioritize the highest amount of points."
"1705947452910","I prioritized the highest points. "
"1705947490201","I didn't really have much of strategy. I just went the with highest points first. "
"1705947511392","I tried to get the most points as early as possible. I tried to make sure the ones that took the most turns, but had the most profit would be earned."
"1705947565250","I was just trying different things, I don't think I developed a good strategy or one at all yet."
"1705947647261","I prioritized tasks with shorter deadlines but chose tasks with higher point counts when deadlines were similar. "
"1705947718797","I tried to complete as many task as possible. I did the best I could."
"1705947719040","I looked at length of study to try and get the smaller ones first."
"1705947815996","I tried to avoid the highest point tasks first since they seemed to make the most amount of options disappear. I did choose either highest or second highest."
"1705947822683","I started working on the ones with the shortest deadline since they would expire faster. I left the ones with the longest deadline for the end."
"1705947854574","I dis best of my knowldge."
"1705947891235","I went in order "
"1705948030148","I picked the option with the highest value."
"1705948079694","I decided to pick the tasks with the most points first."
"1705948083603","I just went with my gut for the most part. I wanted to complete all tasks "
"1705948112313","I look at the deadline and the turns left so I can get the maximum points that's possible. I choose the shortest deadline first followed by the number of turns left"
"1705948161978","I tried to get done what made the most sense at the moment."
"1705948222492","My strategy was to complete the task with the shortest time allowed first and then continue to complete the other available tasks."
"1705948234305",NA
"1705948245203","not sure, I did not understand the procedure"
"1705948406922","I try to do the math in my head on what tasks offer better points per round taken then others, then figure out how the expiration times fit in and which tasks should be prioritized to maximize points."
"1705948432180",NA
"1705948531810","I selected the task with maximum points first."
"1705948575194","I tried to select the highest point value task subject to the time allotted"
"1705948583974","I tried to aim for the highest, but I think I'm going to click on anything above 200 from top to bottom"
"1705948585250","I was opting for the tasks with the highest numbers out of them first. I then went down to the next highest after that - if they weren't expired after making my first choice."
"1705948605502","I tried to prioritize time to complete compared to points so I could try to earn the most points. "
"1705948634422","I tried to do the highest valued ones first, then the others later. "
"1705948635036","I started to realize that I need to get the task with earlier deadlines out of the way first so I went in order of deadlines."
"1705948678405","I tried to learn from my mistakes each round. I found that I could do better as I clicked more quickly."
"1705948679772","I clicked on those I thought would give me the most points. That way I figured I would maximize my chance of getting a bonus."
"1705948685993","I chose to prioritize the task with the highest amount of points returned."
"1705948715431","I tried to find out if taking the smaller items first was best or taking the items with short expiration times was the best... I tried to take the items worth the most points first."
"1705948728453","I looked at the highest value tasks and then worked back to make sure they were all included."
"1705948733847","i tried to complete the ones due by the deadline first with the highest point value"
"1705948746288","I went from the ones that expired first to the ones that expired last."
"1705948756950","I clicked on the only place allowed"
"1705948764816","At first, I completed them from top to bottom until I made a mistake and clicked on a middle task, that's when I realized that random clicking produced the fastest completion results."
"1705948786922","I picked each task at random. There wasn't any special strategy."
"1705948795711","I looked at the tasks that gave me the most points per hit and did those first. I considered total points as it is unlikely that I would run out of hits."
"1705948857596","I"
"1705948864717","I tried to use the deadline and value of the points to determine which one I should focus first.  From there I would try to decide on which ones I could finish in the amount of time left."
"1705948894607","I target the highest priced point amount and then use up all my turns before they expire."
"1705948942492",NA
"1705948984466","I tried to do the ones in the beginning, then I tried choosing randomly but I realized that it doesn't matter what I choose it seems like. "
"1705948988200","I just did my best to try to see what could only be done in the early turns, then picked up the scraps that were left over."
"1705949024819","I tried to prioritize the highest-point tasks based on their expiration times, ignoring certain tasks if it was clear that I couldn't complete them in time (especially if their point values were low)."
"1705949092811","I tried to attempt the higher points first. I worked my way down from the highest to lowest points."
"1705949104123","I ended up up using the most amount of points without having to spend most of the deadline."
"1705949146794","I tried to select the tasks that took the least amount of time and had the most value for points."
"1705949169896","I wanted to choose tasks with the highest number of points. "
"1705949264320","Finding which would give the most points without making further ones expire."
"1705949272513","I just randomly clicked. I honestly didn't put a lot of thought or strategy behind it."
"1705949319532","I chose the highest point value first, then highest point values from the tasks remaining from highest to lowest."
"1705949340985","I work backwards from the available turns while prioritizing the highest value points."
"1705949355336","I just choose the ones with the most points and then worked my way to the next one with the highest points. I then clicked on the higher point ones as fast as I could until they were completed "
"1705949355993","I tried to pick the ones with the most points and also try to understand if they would be harder than the ones with less  points ; I wanted to maximize my chances."
"1705949418194","My strategy kept changing, as I was trying to find the most effective way to complete the task. Rather than looking at value or time, it made most sense to get the most turns"
"1705949419444","I tried to go for the bigger number and I think it paid off for the most part."
"1705949490942","I have no strategy. I'm randomly choosing numbers."
"1705949502469","I didn't really have a strategy"
"1705949905172","I am looking at the tasks that have the highest number of points compared to the tasks that have least amount of points.  "
"1705950033134","I tried to calculate which tasks would be worth my while. I would get to the tasks that had deadlines expiring first and then sort them based on opportunity cost."
"1705950047903","First I selected the task with the most points, then I tried to figure out which others to choose to get the most for my 30 turns."
"1705950477289","I looked for similar deadlines in ascending order. From there, I prioritized based on the most profitable perceived option, trying to account for deadlines by allocating points early where noticed. "
"1705950648060","I was going for the top value first, and then choosing the best of the rest. This was a work in progress as I learned the game, but I got comfortable after a few rounds."
"1705950824184","First, I looked at the lengths to get a rough idea on which ones I could complete if I completed all of them.  Then I compared how much the tasks were worth to their deadlines."
"1705951312756","I just chose a task and completed it. I had no real strategy. "
